Name,Population,Population II,Male Population,Drive to Work - Solo Driver,Public Transportation,Work from Home,Median Income,Zipcode
ZCTA5 17964,782,,,248,0,25,29167,17964
ZCTA5 17965,2073,,,827,32,49,28482,17965
ZCTA5 17967,2471,,,926,3,17,29167,17967
ZCTA5 17968,273,,,86,0,15,36154,17968
ZCTA5 17970,3139,,,1117,0,39,23443,17970
ZCTA5 17972,11238,,,4798,0,150,31513,17972
ZCTA5 17974,244,,,94,0,0,27891,17974
ZCTA5 17976,6531,,,1495,52,7,20336,17976
ZCTA5 17978,302,,,91,2,7,26667,17978
ZCTA5 17979,191,,,120,0,0,25375,17979
ZCTA5 17980,3096,,,1084,0,53,28949,17980
ZCTA5 17981,2747,,,886,4,12,23573,17981
ZCTA5 17982,462,,,195,3,8,25139,17982
ZCTA5 17983,1482,,,663,0,40,32361,17983
ZCTA5 17985,1205,,,567,0,25,29659,17985
ZCTA5 18011,5593,,,2800,3,131,40869,18011
ZCTA5 18013,18029,,,7628,50,277,29554,18013
ZCTA5 18014,11217,,,4773,8,130,31190,18014
ZCTA5 18015,33559,,,10886,580,590,25638,18015
ZCTA5 18017,38687,,,15124,322,914,36254,18017
ZCTA5 18018,31933,,,13016,380,454,30138,18018
ZCTA5 18020,21044,,,9367,161,409,37418,18020
ZCTA5 18030,757,,,292,2,6,26042,18030
ZCTA5 18031,9974,,,4581,18,221,48202,18031
ZCTA5 18032,9391,,,4232,89,137,31095,18032
ZCTA5 18034,9094,,,3810,0,465,36194,18034
ZCTA5 18035,68,,,16,0,0,31406,18035
ZCTA5 18036,13558,,,6130,13,376,40721,18036
ZCTA5 18037,7875,,,3622,11,139,30369,18037
ZCTA5 18038,2841,,,1521,0,56,38178,18038
ZCTA5 18040,16568,,,7192,101,465,41194,18040
ZCTA5 18041,5299,,,2556,13,108,33302,18041
ZCTA5 18042,42357,,,14734,651,956,27093,18042
ZCTA5 18045,26344,,,10939,139,642,37206,18045
ZCTA5 18049,17549,,,8221,27,496,38781,18049
ZCTA5 18051,3670,,,2085,0,139,42303,18051
ZCTA5 18052,27568,,,12035,218,542,33030,18052
ZCTA5 18053,2145,,,970,0,59,31389,18053
ZCTA5 18054,4678,,,2128,0,180,39549,18054
ZCTA5 18055,11631,,,4822,36,290,34072,18055
ZCTA5 18056,669,,,318,0,0,27083,18056
ZCTA5 18058,10099,,,4332,108,250,29028,18058
ZCTA5 18059,1119,,,609,0,9,50963,18059
ZCTA5 18062,25998,,,10933,185,664,40623,18062
ZCTA5 18063,544,,,218,0,0,35399,18063
ZCTA5 18064,25907,,,11283,31,602,35110,18064
ZCTA5 18066,6332,,,2923,10,173,42086,18066
ZCTA5 18067,18160,,,7964,36,511,32669,18067
ZCTA5 18069,7789,,,3388,71,236,41174,18069
ZCTA5 18070,1108,,,501,0,0,29868,18070
ZCTA5 18071,10013,,,4117,0,273,31724,18071
ZCTA5 18072,6502,,,2892,7,106,31243,18072
ZCTA5 18073,10293,,,4328,0,318,37898,18073
ZCTA5 18074,5688,,,2819,0,267,40164,18074
ZCTA5 18076,2806,,,1173,0,58,35845,18076
ZCTA5 18077,2385,,,982,5,96,47868,18077
ZCTA5 18078,7501,,,3503,11,157,40563,18078
ZCTA5 18080,10984,,,4525,9,294,31282,18080
ZCTA5 18083,447,,,172,0,24,27262,18083
ZCTA5 18085,966,,,398,0,31,34978,18085
ZCTA5 18086,680,,,192,0,12,21319,18086
ZCTA5 18087,508,,,224,0,4,26530,18087
ZCTA5 18088,8612,,,3746,28,127,33144,18088
ZCTA5 18091,5389,,,2222,19,40,29987,18091
ZCTA5 18092,3135,,,1397,0,102,39009,18092
ZCTA5 18101,4448,,,676,132,66,14690,18101
ZCTA5 18102,49583,,,10607,1546,400,18828,18102
ZCTA5 18103,46333,,,16546,367,818,29766,18103
ZCTA5 18104,44816,,,17031,277,1602,31653,18104
ZCTA5 18106,7091,,,2921,25,228,39274,18106
ZCTA5 18109,17637,,,5951,305,141,23308,18109
ZCTA5 18201,27182,,,9108,275,196,23773,18201
ZCTA5 18202,11716,,,4147,0,63,24253,18202
ZCTA5 18210,7468,,,2058,38,263,28438,18210
ZCTA5 18211,1412,,,590,0,17,43088,18211
ZCTA5 18212,199,,,91,0,7,36250,18212
ZCTA5 18214,1919,,,668,22,50,26389,18214
ZCTA5 18216,1038,,,380,0,19,25797,18216
ZCTA5 18218,2162,,,710,0,10,24656,18218
ZCTA5 18219,1469,,,739,0,9,34894,18219
ZCTA5 18220,304,,,82,0,0,23173,18220
ZCTA5 18221,307,,,125,0,63,38842,18221
ZCTA5 18222,9339,,,4449,36,331,38015,18222
ZCTA5 18223,177,,,10,0,0,18113,18223
ZCTA5 18224,6075,,,2103,9,77,26894,18224
ZCTA5 18225,388,,,103,0,0,30959,18225
ZCTA5 18229,8791,,,3290,9,188,28750,18229
ZCTA5 18230,113,,,43,0,0,18984,18230
ZCTA5 18231,439,,,173,0,0,25600,18231
ZCTA5 18232,3808,,,1368,0,36,22537,18232
ZCTA5 18234,213,,,66,0,0,21196,18234
ZCTA5 18235,19059,,,7523,4,384,29092,18235
ZCTA5 18237,3386,,,1235,0,14,24131,18237
ZCTA5 18239,412,,,24,0,0,21996,18239
ZCTA5 18240,3797,,,1203,0,46,26137,18240
ZCTA5 18241,676,,,247,0,53,32045,18241
ZCTA5 18242,131,,,51,0,0,31250,18242
ZCTA5 18244,284,,,72,0,0,23375,18244
ZCTA5 18245,350,,,155,0,0,26526,18245
ZCTA5 18246,247,,,126,0,8,26548,18246
ZCTA5 18248,560,,,259,0,12,32558,18248
ZCTA5 18249,3760,,,1566,0,116,39856,18249
ZCTA5 18250,2958,,,1320,0,40,28311,18250
ZCTA5 18252,10577,,,3820,0,158,28576,18252
ZCTA5 18254,938,,,289,3,3,24149,18254
ZCTA5 18255,4583,,,1755,18,48,25866,18255
ZCTA5 18256,352,,,119,0,40,32750,18256
ZCTA5 18301,30547,,,10405,807,433,28708,18301
ZCTA5 18302,17153,,,6402,546,358,29131,18302
ZCTA5 18321,1859,,,433,12,122,17399,18321
ZCTA5 18322,2265,,,969,8,97,30229,18322
ZCTA5 18323,131,,,41,0,0,60938,18323
ZCTA5 18324,9110,,,3102,153,156,25281,18324
ZCTA5 18325,2157,,,818,43,195,28415,18325
ZCTA5 18326,4240,,,1712,49,122,26420,18326
ZCTA5 18327,524,,,225,22,25,34375,18327
ZCTA5 18328,7293,,,2866,8,151,28208,18328
ZCTA5 18330,8379,,,3112,109,109,32254,18330
ZCTA5 18331,630,,,324,0,0,21094,18331
ZCTA5 18332,2710,,,1095,0,50,33849,18332
ZCTA5 18333,573,,,203,0,0,14194,18333
ZCTA5 18334,5182,,,1628,11,56,29865,18334
ZCTA5 18335,917,,,356,8,25,34875,18335
ZCTA5 18336,3779,,,1310,16,64,33869,18336
ZCTA5 18337,14553,,,5466,204,399,35033,18337
ZCTA5 18342,523,,,122,0,56,22587,18342
ZCTA5 18343,4155,,,1787,76,67,32806,18343
ZCTA5 18344,3810,,,1241,125,110,28784,18344
ZCTA5 18346,2453,,,687,31,106,39004,18346
ZCTA5 18347,2449,,,780,15,141,30365,18347
ZCTA5 18349,100,,,39,0,0,72708,18349
ZCTA5 18350,1472,,,410,40,59,38561,18350
ZCTA5 18351,428,,,178,0,0,30164,18351
ZCTA5 18352,817,,,273,0,77,20563,18352
ZCTA5 18353,12460,,,5443,117,261,30807,18353
ZCTA5 18354,924,,,403,12,22,32096,18354
ZCTA5 18355,1553,,,757,85,40,46250,18355
ZCTA5 18356,78,,,78,0,0,36875,18356
ZCTA5 18360,27084,,,9160,232,572,24368,18360
ZCTA5 18370,1019,,,369,23,0,32456,18370
ZCTA5 18371,864,,,234,38,0,52957,18371
ZCTA5 18372,2735,,,885,13,43,27679,18372
ZCTA5 18403,7179,,,3049,35,144,35361,18403
ZCTA5 18405,2751,,,1094,0,70,25013,18405
ZCTA5 18407,13287,,,4619,17,143,26548,18407
ZCTA5 18411,21738,,,8340,13,645,35360,18411
ZCTA5 18413,182,,,40,0,0,14554,18413
ZCTA5 18414,5203,,,2233,3,153,34028,18414
ZCTA5 18415,1163,,,460,0,57,40000,18415
ZCTA5 18417,1044,,,322,0,13,29350,18417
ZCTA5 18419,4653,,,1688,5,161,28253,18419
ZCTA5 18420,57,,,19,0,0,22875,18420
ZCTA5 18421,5183,,,1890,6,121,28125,18421
ZCTA5 18424,5160,,,1859,22,155,30361,18424
ZCTA5 18425,1190,,,535,6,24,26188,18425
ZCTA5 18426,4226,,,1424,20,119,24669,18426
ZCTA5 18427,140,,,111,0,0,21034,18427
ZCTA5 18428,11996,,,3896,50,193,27408,18428
ZCTA5 18431,12078,,,4273,10,389,26196,18431
ZCTA5 18433,6624,,,2853,4,186,31347,18433
ZCTA5 18434,3899,,,1590,0,35,28321,18434
ZCTA5 18435,924,,,308,0,70,23375,18435
ZCTA5 18436,12655,,,3969,78,355,26663,18436
ZCTA5 18437,164,,,33,2,10,19833,18437
ZCTA5 18438,1122,,,455,0,35,33750,18438
ZCTA5 18439,502,,,158,0,5,28631,18439
ZCTA5 18441,154,,,60,3,5,31806,18441
ZCTA5 18443,447,,,191,0,39,34485,18443
ZCTA5 18444,13615,,,5810,3,351,33598,18444
ZCTA5 18445,2775,,,848,2,112,23404,18445
ZCTA5 18446,3307,,,1218,4,147,25234,18446
ZCTA5 18447,10045,,,4047,36,74,29109,18447
ZCTA5 18451,783,,,329,0,16,31579,18451
ZCTA5 18452,4880,,,1988,56,121,25210,18452
ZCTA5 18453,990,,,320,4,18,23679,18453
ZCTA5 18454,15,,,8,0,0,18750,18454
ZCTA5 18455,89,,,25,0,0,27000,18455
ZCTA5 18456,350,,,151,0,2,25781,18456
ZCTA5 18457,216,,,60,0,0,13482,18457
ZCTA5 18458,2574,,,959,33,57,32426,18458
ZCTA5 18459,8,,,0,0,0,20833,18459
ZCTA5 18460,133,,,34,0,0,32837,18460
ZCTA5 18461,330,,,121,0,21,28958,18461
ZCTA5 18462,361,,,122,0,19,28875,18462
ZCTA5 18463,294,,,95,0,0,27955,18463
ZCTA5 18464,1195,,,376,0,47,26369,18464
ZCTA5 18465,1390,,,470,0,26,26544,18465
ZCTA5 18466,17472,,,5618,478,97,28901,18466
ZCTA5 18469,235,,,84,0,28,48872,18469
ZCTA5 18470,2016,,,922,7,102,31711,18470
ZCTA5 18471,663,,,284,13,13,39097,18471
ZCTA5 18472,7443,,,1649,0,81,24540,18472
ZCTA5 18473,763,,,218,0,14,16694,18473
ZCTA5 18503,1158,,,213,0,8,13064,18503
ZCTA5 18504,20531,,,7538,160,259,26572,18504
ZCTA5 18505,20606,,,6950,69,269,25205,18505
ZCTA5 18507,5165,,,2105,0,143,32474,18507
ZCTA5 18508,13182,,,4179,11,72,21668,18508
ZCTA5 18509,13744,,,4083,86,286,26069,18509
ZCTA5 18510,13443,,,3349,91,359,16806,18510
ZCTA5 18512,12005,,,4970,92,134,29971,18512
ZCTA5 18517,5301,,,1976,0,10,22250,18517
ZCTA5 18518,8038,,,3437,14,178,31334,18518
ZCTA5 18519,4754,,,1686,21,43,26323,18519
ZCTA5 18602,252,,,81,4,4,54583,18602
ZCTA5 18603,19168,,,7777,21,224,25528,18603
ZCTA5 18610,5062,,,1709,114,63,31912,18610
ZCTA5 18612,18555,,,6539,50,463,34364,18612
ZCTA5 18614,2233,,,817,0,39,24509,18614
ZCTA5 18615,2027,,,764,0,68,27077,18615
ZCTA5 18616,590,,,185,0,40,21154,18616
ZCTA5 18617,1897,,,754,9,0,24596,18617
ZCTA5 18618,3757,,,1535,0,122,32083,18618
ZCTA5 18619,275,,,108,0,3,22000,18619
ZCTA5 18621,6771,,,2349,6,86,29101,18621
ZCTA5 18622,173,,,30,0,0,24107,18622
ZCTA5 18623,2731,,,947,0,59,25237,18623
ZCTA5 18624,344,,,40,0,14,15714,18624
ZCTA5 18625,361,,,155,6,0,34773,18625
ZCTA5 18626,521,,,136,0,31,25227,18626
ZCTA5 18628,211,,,52,0,0,21597,18628
ZCTA5 18629,1618,,,523,3,31,28583,18629
ZCTA5 18630,3114,,,1051,4,48,30696,18630
ZCTA5 18631,1257,,,605,0,15,27062,18631
ZCTA5 18632,524,,,168,0,0,26221,18632
ZCTA5 18634,13114,,,5012,85,140,25840,18634
ZCTA5 18635,3792,,,1556,0,107,28918,18635
ZCTA5 18636,1327,,,576,0,26,29583,18636
ZCTA5 18640,17218,,,6784,63,262,27270,18640
ZCTA5 18641,6623,,,2760,0,46,26873,18641
ZCTA5 18642,4170,,,1982,30,16,29502,18642
ZCTA5 18643,12592,,,5059,43,364,30368,18643
ZCTA5 18644,7268,,,3064,0,141,31852,18644
ZCTA5 18651,8511,,,2995,86,130,24878,18651
ZCTA5 18653,233,,,130,0,3,33529,18653
ZCTA5 18655,5694,,,2104,17,76,29956,18655
ZCTA5 18656,2112,,,787,0,90,28520,18656
ZCTA5 18657,12056,,,4550,25,313,29364,18657
ZCTA5 18660,3586,,,1494,19,127,27210,18660
ZCTA5 18661,5406,,,2107,11,102,30791,18661
ZCTA5 18701,3526,,,464,35,241,7630,18701
ZCTA5 18702,39841,,,12089,369,724,23941,18702
ZCTA5 18704,30662,,,12082,147,416,31358,18704
ZCTA5 18705,14426,,,5654,122,291,28576,18705
ZCTA5 18706,15908,,,6323,85,230,27662,18706
ZCTA5 18707,16075,,,7453,1,415,35247,18707
ZCTA5 18708,8650,,,3932,41,114,36241,18708
ZCTA5 18709,2922,,,1102,0,1,25041,18709
ZCTA5 18801,8018,,,3013,0,139,30364,18801
ZCTA5 18810,5590,,,1959,0,155,26158,18810
ZCTA5 18812,1681,,,726,0,27,33558,18812
ZCTA5 18814,210,,,73,0,3,25694,18814
ZCTA5 18816,147,,,41,0,6,36875,18816
ZCTA5 18817,231,,,87,0,6,29688,18817
ZCTA5 18818,1202,,,464,0,48,28041,18818
ZCTA5 18821,1311,,,471,0,14,23962,18821
ZCTA5 18822,3305,,,1158,0,22,25347,18822
ZCTA5 18823,270,,,85,0,9,20750,18823
ZCTA5 18824,1527,,,569,0,36,29755,18824
ZCTA5 18825,101,,,13,0,5,23750,18825
ZCTA5 18826,1515,,,545,9,51,31148,18826
ZCTA5 18828,296,,,113,0,0,27750,18828
ZCTA5 18829,765,,,230,0,36,25391,18829
ZCTA5 18830,555,,,218,0,6,32115,18830
ZCTA5 18831,1487,,,477,0,23,31378,18831
ZCTA5 18832,1855,,,743,6,31,27851,18832
ZCTA5 18833,1970,,,684,2,55,25273,18833
ZCTA5 18834,3505,,,1376,0,54,29279,18834
ZCTA5 18837,3133,,,1027,0,97,25230,18837
ZCTA5 18840,10780,,,4018,17,178,28908,18840
ZCTA5 18842,271,,,88,0,7,25313,18842
ZCTA5 18843,285,,,161,0,0,33047,18843
ZCTA5 18844,1964,,,607,0,30,30643,18844
ZCTA5 18845,267,,,66,0,16,32969,18845
ZCTA5 18846,998,,,312,0,26,30733,18846
ZCTA5 18847,5549,,,1795,0,124,24762,18847
ZCTA5 18848,8489,,,2791,10,132,27616,18848
ZCTA5 18850,2409,,,858,0,76,30610,18850
ZCTA5 18851,776,,,270,0,18,28750,18851
ZCTA5 18853,4089,,,1511,0,109,33463,18853
ZCTA5 18854,1611,,,527,0,41,26832,18854
ZCTA5 18901,27469,,,10553,35,1054,41975,18901
ZCTA5 18902,21343,,,9078,12,1185,53074,18902
ZCTA5 18912,396,,,70,0,0,116016,18912
ZCTA5 18913,68,,,27,0,0,33804,18913
ZCTA5 18914,21156,,,10121,39,772,48616,18914
ZCTA5 18915,645,,,257,0,0,40223,18915
ZCTA5 18917,2123,,,1129,0,32,37404,18917
ZCTA5 18920,373,,,99,36,21,41886,18920
ZCTA5 18923,911,,,364,0,41,50114,18923
ZCTA5 18925,6691,,,2628,0,413,56508,18925
ZCTA5 18929,9624,,,4403,23,369,54516,18929
ZCTA5 18930,2801,,,1350,4,116,35018,18930
ZCTA5 18932,421,,,62,0,0,62031,18932
ZCTA5 18938,14057,,,5346,35,629,51721,18938
ZCTA5 18940,29039,,,11903,0,1341,54233,18940
ZCTA5 18942,3185,,,1478,0,220,37035,18942
ZCTA5 18944,25710,,,11587,18,853,38795,18944
ZCTA5 18947,5996,,,2873,0,316,33942,18947
ZCTA5 18950,165,,,51,0,0,25882,18950
ZCTA5 18951,34904,,,15148,111,822,37283,18951
ZCTA5 18954,9149,,,3709,0,385,50603,18954
ZCTA5 18955,1720,,,880,0,33,31582,18955
ZCTA5 18960,12200,,,5602,7,279,35111,18960
ZCTA5 18962,332,,,171,0,8,38333,18962
ZCTA5 18964,14015,,,6137,41,221,35427,18964
ZCTA5 18966,37649,,,15936,41,1049,42882,18966
ZCTA5 18969,15400,,,7048,21,346,40322,18969
ZCTA5 18970,725,,,337,0,29,45667,18970
ZCTA5 18972,3429,,,1462,19,173,41316,18972
ZCTA5 18974,41173,,,16745,84,984,36103,18974
ZCTA5 18976,20639,,,8727,86,469,47935,18976
ZCTA5 18977,4136,,,1551,0,308,62647,18977
ZCTA5 18980,507,,,241,0,19,45709,18980
ZCTA5 19001,17273,,,7179,138,298,41293,19001
ZCTA5 19002,32466,,,13679,82,1009,46246,19002
ZCTA5 19003,13565,,,4881,135,474,48885,19003
ZCTA5 19004,9719,,,3082,127,683,55367,19004
ZCTA5 19006,22367,,,8279,116,809,39476,19006
ZCTA5 19007,20925,,,8209,145,152,27331,19007
ZCTA5 19008,20794,,,8524,177,487,40541,19008
ZCTA5 19009,803,,,239,0,53,35556,19009
ZCTA5 19010,21027,,,5344,128,975,45288,19010
ZCTA5 19012,6702,,,2630,60,176,42829,19012
ZCTA5 19013,35345,,,7095,1671,406,18209,19013
ZCTA5 19014,21101,,,8958,43,433,37597,19014
ZCTA5 19015,16665,,,6123,328,193,32218,19015
ZCTA5 19017,260,,,90,0,0,23056,19017
ZCTA5 19018,23483,,,9144,443,514,34126,19018
ZCTA5 19020,54827,,,22055,260,846,31686,19020
ZCTA5 19021,9675,,,3852,28,39,27131,19021
ZCTA5 19022,3948,,,1212,134,39,22466,19022
ZCTA5 19023,22146,,,6059,1532,320,26124,19023
ZCTA5 19025,5526,,,1884,22,196,62862,19025
ZCTA5 19026,31072,,,12403,793,571,40006,19026
ZCTA5 19027,19999,,,7194,574,477,43647,19027
ZCTA5 19029,4016,,,1392,77,61,28210,19029
ZCTA5 19030,11722,,,5502,15,196,32013,19030
ZCTA5 19031,4653,,,1655,21,115,46797,19031
ZCTA5 19032,6630,,,2111,191,77,30662,19032
ZCTA5 19033,8882,,,3840,73,303,41335,19033
ZCTA5 19034,5791,,,2119,17,277,50088,19034
ZCTA5 19035,3903,,,1278,13,223,91641,19035
ZCTA5 19036,12824,,,5105,152,196,32014,19036
ZCTA5 19038,30940,,,11532,194,1297,41478,19038
ZCTA5 19040,20586,,,9064,33,495,38722,19040
ZCTA5 19041,6250,,,1821,15,346,51181,19041
ZCTA5 19043,2331,,,948,20,0,35136,19043
ZCTA5 19044,16350,,,7883,116,365,43690,19044
ZCTA5 19046,17478,,,6321,76,613,49702,19046
ZCTA5 19047,35476,,,14843,54,1121,42192,19047
ZCTA5 19050,28340,,,9274,1838,463,33506,19050
ZCTA5 19053,26383,,,11413,110,581,37588,19053
ZCTA5 19054,16543,,,7880,27,157,35449,19054
ZCTA5 19055,14095,,,6547,51,146,33199,19055
ZCTA5 19056,15540,,,6786,16,228,35051,19056
ZCTA5 19057,17468,,,7402,156,255,32319,19057
ZCTA5 19060,11308,,,4407,0,452,47157,19060
ZCTA5 19061,19868,,,7515,150,300,30748,19061
ZCTA5 19063,35798,,,13925,310,1384,47561,19063
ZCTA5 19064,24672,,,10170,169,608,44957,19064
ZCTA5 19066,5497,,,1406,16,380,65368,19066
ZCTA5 19067,51590,,,22086,205,1809,49728,19067
ZCTA5 19070,7017,,,3324,43,108,40457,19070
ZCTA5 19072,9633,,,3231,21,766,68848,19072
ZCTA5 19073,19566,,,7097,28,452,52185,19073
ZCTA5 19074,5890,,,2362,92,33,37944,19074
ZCTA5 19075,7710,,,3242,38,233,42469,19075
ZCTA5 19076,6534,,,2752,0,150,39688,19076
ZCTA5 19078,11240,,,4632,55,209,36303,19078
ZCTA5 19079,9286,,,2714,489,74,28132,19079
ZCTA5 19081,10109,,,3313,13,527,37794,19081
ZCTA5 19082,41016,,,10697,3426,515,25422,19082
ZCTA5 19083,36282,,,14561,434,980,43961,19083
ZCTA5 19085,8961,,,2141,10,353,12380,19085
ZCTA5 19086,11537,,,4448,42,359,52274,19086
ZCTA5 19087,32934,,,11217,49,1894,58114,19087
ZCTA5 19090,18492,,,7857,70,374,37761,19090
ZCTA5 19094,3770,,,1553,83,79,29420,19094
ZCTA5 19095,7014,,,2216,265,116,36779,19095
ZCTA5 19096,13603,,,4054,71,729,67550,19096
ZCTA5 19102,4937,,,649,220,293,72951,19102
ZCTA5 19103,24219,,,2954,1174,1515,59188,19103
ZCTA5 19104,54311,,,4837,3432,1134,16033,19104
ZCTA5 19106,12375,,,2666,823,598,71452,19106
ZCTA5 19107,13696,,,1742,730,525,41817,19107
ZCTA5 19111,68263,,,20295,2501,535,27563,19111
ZCTA5 19113,93,,,41,0,0,40000,19113
ZCTA5 19114,31736,,,11562,697,309,32154,19114
ZCTA5 19115,34479,,,10957,834,181,30563,19115
ZCTA5 19116,34912,,,12156,530,205,28869,19116
ZCTA5 19118,10919,,,3038,146,493,44403,19118
ZCTA5 19119,29391,,,7234,1606,1026,37329,19119
ZCTA5 19120,74971,,,16962,4977,540,20536,19120
ZCTA5 19121,30733,,,4027,3030,223,15358,19121
ZCTA5 19122,22187,,,3397,1710,260,16439,19122
ZCTA5 19123,15681,,,4196,792,789,41653,19123
ZCTA5 19124,68965,,,13781,4373,480,20802,19124
ZCTA5 19125,24674,,,6771,1284,840,35852,19125
ZCTA5 19126,15863,,,3584,1368,267,24310,19126
ZCTA5 19127,6082,,,2633,398,154,42679,19127
ZCTA5 19128,38309,,,14887,2024,915,41521,19128
ZCTA5 19129,10640,,,3234,537,308,40231,19129
ZCTA5 19130,27410,,,7041,2126,1267,51002,19130
ZCTA5 19131,44972,,,8766,4619,350,22467,19131
ZCTA5 19132,32196,,,3831,3970,388,16254,19132
ZCTA5 19133,27419,,,2900,1430,405,11465,19133
ZCTA5 19134,61509,,,10317,2820,592,17310,19134
ZCTA5 19135,35302,,,8968,1988,236,26000,19135
ZCTA5 19136,34470,,,9367,1620,368,26748,19136
ZCTA5 19137,8482,,,2605,249,81,31579,19137
ZCTA5 19138,32399,,,7010,3248,246,21317,19138
ZCTA5 19139,44870,,,5456,4780,614,18776,19139
ZCTA5 19140,51667,,,6583,4778,500,14448,19140
ZCTA5 19141,34784,,,6171,3269,482,21537,19141
ZCTA5 19142,28144,,,4390,3423,105,19179,19142
ZCTA5 19143,65247,,,9216,7826,860,22128,19143
ZCTA5 19144,42556,,,8686,3282,663,22436,19144
ZCTA5 19145,46623,,,8500,4165,848,25232,19145
ZCTA5 19146,38873,,,6861,4099,1246,36208,19146
ZCTA5 19147,39060,,,7942,2815,1692,42396,19147
ZCTA5 19148,52594,,,9256,4945,954,25121,19148
ZCTA5 19149,59633,,,16342,3007,453,24311,19149
ZCTA5 19150,22492,,,5558,1805,204,27725,19150
ZCTA5 19151,33174,,,7385,4245,471,29412,19151
ZCTA5 19152,37067,,,10702,1053,337,28308,19152
ZCTA5 19153,13190,,,3540,1329,126,25766,19153
ZCTA5 19154,34253,,,12794,711,340,33659,19154
ZCTA5 19301,6438,,,2301,47,326,48696,19301
ZCTA5 19310,3149,,,1261,0,171,31422,19310
ZCTA5 19311,9057,,,3396,16,180,41979,19311
ZCTA5 19312,11974,,,3748,30,448,55580,19312
ZCTA5 19316,209,,,106,0,22,51028,19316
ZCTA5 19317,9910,,,4148,9,370,57558,19317
ZCTA5 19320,54675,,,20887,374,1581,35260,19320
ZCTA5 19330,5442,,,2164,2,239,35644,19330
ZCTA5 19333,6575,,,2214,0,259,74069,19333
ZCTA5 19335,48857,,,21215,153,1914,48435,19335
ZCTA5 19341,17274,,,7656,51,443,53979,19341
ZCTA5 19342,18859,,,7194,5,558,48821,19342
ZCTA5 19343,7946,,,3419,25,401,48815,19343
ZCTA5 19344,11912,,,4120,0,370,33878,19344
ZCTA5 19345,689,,,106,0,38,3983,19345
ZCTA5 19348,23537,,,9578,15,787,37997,19348
ZCTA5 19350,11730,,,4925,4,675,47815,19350
ZCTA5 19352,10910,,,3922,0,792,29356,19352
ZCTA5 19355,25928,,,10926,82,1270,55341,19355
ZCTA5 19358,855,,,302,0,11,21071,19358
ZCTA5 19362,5884,,,2590,0,181,35329,19362
ZCTA5 19363,17119,,,6396,16,717,36386,19363
ZCTA5 19365,7290,,,3030,7,184,36224,19365
ZCTA5 19372,1667,,,499,0,34,31758,19372
ZCTA5 19373,4931,,,997,0,335,47396,19373
ZCTA5 19374,1146,,,258,0,25,20536,19374
ZCTA5 19380,51097,,,22964,115,1661,45819,19380
ZCTA5 19382,54460,,,22213,222,2189,45380,19382
ZCTA5 19383,3139,,,361,41,166,3175,19383
ZCTA5 19390,14195,,,5642,15,481,36291,19390
ZCTA5 19401,42116,,,14075,1572,868,27567,19401
ZCTA5 19403,46165,,,19277,101,1408,41860,19403
ZCTA5 19405,5360,,,2421,217,141,42319,19405
ZCTA5 19406,24187,,,10801,319,668,49138,19406
ZCTA5 19422,18991,,,6946,44,711,51284,19422
ZCTA5 19425,15630,,,6065,15,886,69444,19425
ZCTA5 19426,40766,,,16152,21,1920,48523,19426
ZCTA5 19428,16853,,,8911,121,473,49780,19428
ZCTA5 19436,639,,,81,0,22,50820,19436
ZCTA5 19437,1037,,,274,0,45,67500,19437
ZCTA5 19438,24845,,,10960,7,840,45823,19438
ZCTA5 19440,19100,,,8738,20,585,35816,19440
ZCTA5 19444,10911,,,4577,55,359,55052,19444
ZCTA5 19446,56398,,,24235,170,1692,41424,19446
ZCTA5 19453,1662,,,758,0,138,38023,19453
ZCTA5 19454,29237,,,11797,73,1190,44837,19454
ZCTA5 19456,630,,,396,0,15,54114,19456
ZCTA5 19460,41911,,,18367,91,1676,47868,19460
ZCTA5 19462,15572,,,6420,59,543,42938,19462
ZCTA5 19464,46918,,,19216,416,1004,33056,19464
ZCTA5 19465,17613,,,7788,20,657,43117,19465
ZCTA5 19468,26061,,,12040,52,776,41270,19468
ZCTA5 19473,16428,,,6776,23,562,45189,19473
ZCTA5 19474,583,,,333,0,29,48922,19474
ZCTA5 19475,11239,,,4731,10,261,38851,19475
ZCTA5 19477,127,,,0,0,0,19632,19477
ZCTA5 19492,344,,,24,0,0,23750,19492
ZCTA5 19501,1098,,,548,10,83,38243,19501
ZCTA5 19503,1379,,,677,0,17,38073,19503
ZCTA5 19504,5126,,,2469,2,127,36037,19504
ZCTA5 19505,3461,,,1792,0,62,35362,19505
ZCTA5 19506,7162,,,3047,28,234,35055,19506
ZCTA5 19507,3163,,,1154,0,122,31022,19507
ZCTA5 19508,15340,,,6920,0,271,32178,19508
ZCTA5 19510,8470,,,4627,0,154,38015,19510
ZCTA5 19511,94,,,56,0,0,31250,19511
ZCTA5 19512,17307,,,7975,2,307,35654,19512
ZCTA5 19518,15586,,,6745,0,458,39753,19518
ZCTA5 19520,5635,,,2528,0,160,38808,19520
ZCTA5 19522,14209,,,6217,0,288,40168,19522
ZCTA5 19525,16294,,,7435,36,485,44715,19525
ZCTA5 19526,11245,,,4654,11,164,31512,19526
ZCTA5 19529,3367,,,1370,5,112,36707,19529
ZCTA5 19530,16151,,,5331,3,476,24745,19530
ZCTA5 19533,8148,,,2781,9,106,33730,19533
ZCTA5 19534,1810,,,690,0,47,32415,19534
ZCTA5 19536,567,,,280,0,2,30528,19536
