date,dota_2,counter_strike,terraria,postal,gta,fallout_4,life_is_strange,battlegrounds,hitman_2,among_us
11/3/2020,632060,892234,40619,16,104107,21797,336,346450,2090,264004
11/4/2020,633491,915539,37614,15,105028,20756,351,355278,1906,253327
11/5/2020,609841,900839,36495,14,103935,20754,329,334974,1860,268415
11/6/2020,643521,966137,39841,12,114458,21105,340,364611,1929,330325
11/7/2020,679969,988989,45951,22,124500,24791,417,385002,2432,343004
11/8/2020,675320,972546,42856,14,118103,26195,441,384175,2518,269424
11/9/2020,600586,891145,35461,15,99717,21225,359,359602,1947,243038
11/10/2020,595652,902533,35063,18,97820,20640,353,357919,1904,255982
11/11/2020,581437,892001,36337,17,96197,21590,341,350719,1879,238164
11/12/2020,583129,885755,33957,13,97966,19821,306,360353,1773,229552
11/13/2020,613949,980079,37290,17,115719,20000,341,381217,1904,284071
11/14/2020,657418,1011452,43163,15,129452,23789,488,404048,2242,279801
11/15/2020,661146,993613,41989,18,123414,24917,569,408172,2324,222069
11/16/2020,592042,910911,34312,15,104077,20127,454,374680,1751,192910
11/17/2020,603969,925392,34152,16,104363,19459,458,382107,1680,198935
11/18/2020,600106,926887,33985,11,104518,19293,455,393675,1671,193582
11/19/2020,596107,907302,33590,16,105853,18898,458,388209,1705,204318
11/20/2020,632912,1027398,37256,16,120035,19510,465,400441,1818,257662
11/21/2020,678801,1040051,42976,15,137120,23173,588,435473,2367,250338
11/22/2020,671898,1029560,41318,18,135999,24269,633,433839,2379,201432
11/23/2020,589954,935172,34792,16,114658,19628,507,405145,1837,172892
11/24/2020,605542,928674,33960,12,114606,19168,477,394582,1867,162713
11/25/2020,603316,907850,35678,16,114231,19110,462,396957,1912,166714
11/26/2020,597808,925227,36558,15,115684,20286,531,402714,2601,176381
11/27/2020,594916,957979,40937,17,141985,21315,536,417104,3251,221984
11/28/2020,635421,1032509,45245,14,157463,23544,716,440877,4511,222159
11/29/2020,638909,998892,42417,16,153361,24759,709,438119,5025,174028
11/30/2020,579531,911943,36268,16,131554,19985,539,406080,3884,151449
12/1/2020,585832,901058,36071,15,129733,19625,578,400859,3754,140283
